titel,artiest,jaar,id,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Psycho,Muse,2015,383QXk8nb2YrARMUwDdjQS,,,,,,,,,,,,,,,,,597,185,222,290,264
Stan,Eminem & Dido,2000,3UmaczJpikHgJFyBTAJVoz,,,,,,,,,,,,,,,,,618,619,489,259,379
Numb/Encore,Linkin Park & Jay Z,2004,5sNESr6pQfIhL3krM8CtZn,,,,,,,,,,,,,,,,,631,772,405,497,590
Patience,Guns N' Roses,1989,1OEoNpiyqBghuEUaT6Je6U,,,,,,,,,,,,,,,,,634,629,491,433,426
Heart-Shaped Box,Nirvana,1993,11LmqTE2naFULdEP94AUBa,,,,,,,,,,,,,,,,,720,932,983,913,1019
About A Girl (Unplugged),Nirvana,1994,48YkpE5enOln5c7jXSTuHL,,,,,,,,,,,,,,,,,739,936,948,1011,1119
The Book Of Love,Gavin James,2015,6COtET46lPGVXefrfHUkHI,,,,,,,,,,,,,,,,,748,1179,1217,1711,1929
When Love Comes To Town,U2 & BB King,1989,2cpUudtTX7OU6DcoNTuxwB,,,,,,,,,,,,,,,,,749,954,1099,1104,1123
Rainbow In The Sky,DJ Paul Elstak,1995,2PVqPbRv7mlCp2JYzDeMsc,,,,,,,,,,,,,,,,,765,615,532,446,386
Take Me Out,Franz Ferdinand,2003,6ooluO7DiEhI1zmK94nRCM,,,,,,,,,,,,,,,,,783,830,669,688,833
Shake It Off,Taylor Swift,2014,5xTtaWoae3wi06K5WfVUUH,,,,,,,,,,,,,,,,,810,1718,1658,1895,1685
Riddles,Kensington,2015,1QcwwjyRqLuuP2jt1hrjsG,,,,,,,,,,,,,,,,,838,227,414,588,652
Tous Les Memes,Stromae,2013,1GC1MIaRMW3kfVK9VyD5Ii,,,,,,,,,,,,,,,,,843,1339,1452,1455,1636
Unintended,Muse,2009,6kyxQuFD38mo4S3urD2Wkw,,,,,,,,,,,,,,,,,859,1138,1079,1119,1021
The Passenger,Iggy Pop,1976,15BQ7vEDv2LJuh8TxWIhtd,,,,,,,,,,,,,,,,,863,643,656,786,754
Smack My Bitch Up,Prodigy,1997,3tehrxZR8eaANHov4cEctL,,,,,,,,,,,,,,,,,870,1013,1054,856,757
Don't Cry,Guns N' Roses,1991,2N2yrmodOnVF10mKvItC9P,,,,,,,,,,,,,,,,,872,881,805,682,671
Bring Me To Life,Evanescence,2003,0COqiPhxzoWICwFCS4eZcp,,,,,,,,,,,,,,,,,888,878,732,693,618
Faster,Within Temptation,2011,5oX5jpeZsXBWEheqE0qqqD,,,,,,,,,,,,,,,,,892,1238,1211,1167,919
Can't Hold Us,Macklemore & Ryan Lewis,2012,3bidbhpOYeV4knp8AIu8Xn,,,,,,,,,,,,,,,,,902,975,808,1129,1062
Photograph,Ed Sheeran,2015,1HNkqx9Ahdgi1Ixy2xkKkL,,,,,,,,,,,,,,,,,930,497,430,590,832
Feeling Good,Nina Simone,1965,6Rqn2GFlmvmV4w9Ala0I1e,,,,,,,,,,,,,,,,,962,1301,1332,878,1236
Tears Dry On Their Own,Amy Winehouse,2007,6yLX8QnxlnEqZfs3YKCfjF,,,,,,,,,,,,,,,,,965,859,940,798,972
In My Place,Coldplay,2002,2nvC4i2aMo4CzRjRflysah,,,,,,,,,,,,,,,,,982,1200,1396,1233,1358
Give It Away,Red Hot Chili Peppers,1992,0uppYCG86ajpV2hSR3dJJ0,,,,,,,,,,,,,,,,,1012,626,960,986,983
Let It Go,James Bay,2015,13HVjjWUZFaWilh2QUJKsP,,,,,,,,,,,,,,,,,1039,953,1447,1996,1993
The Boys Are Back In Town,Thin Lizzy,1976,43DeSV93pJPT4lCZaWZ6b1,,,,,,,,,,,,,,,,,1075,1187,1360,1194,1225
No Good In Goodbye,The Script,2014,0Dv4DdNy1xnhNcCd9YVoiH,,,,,,,,,,,,,,,,,1077,1568,1892,1646,1689
Wonderful Days,Charly Lownoise & Mental Theo,1994,5RFvmMTrWWMkUxfhrnckOJ,,,,,,,,,,,,,,,,,1081,927,886,608,575
Behind Blue Eyes,Limp Bizkit,2003,1MTQHCpraD4S8g5PAFKzoj,,,,,,,,,,,,,,,,,1084,1231,1109,1127,1098
One Vision,Queen,1985,0xzhryP1AoHUazYdJ5rj3B,,,,,,,,,,,,,,,,,1091,1274,1183,840,911
Dust Bowl,Joe Bonamassa,2011,1i7QbG73o4liXhmbtaT7Z3,,,,,,,,,,,,,,,,,1094,1258,1239,1456,1774
Love Never Felt So Good,Michael Jackson & Justin Timberlake,2014,48td6xvpokdYwvbl3JIiXP,,,,,,,,,,,,,,,,,1119,1373,1670,1175,1832
Listen,Beyoncé,2007,4z7Ja0RNran3XpIvc1PIQz,,,,,,,,,,,,,,,,,1123,1196,1236,1164,1488
Addicted To You,Avicii,2014,5GayeBzzXIEl6fY0cP42Z1,,,,,,,,,,,,,,,,,1137,1758,1965,807,1038
L'amour Toujours,Gigi D'agostino,1999,6uU7CKiD7kS496SHvcVT6c,,,,,,,,,,,,,,,,,1139,1215,1065,1081,1211
Tribute,Tenacious D,2003,53XBXgtdqf1gmWMm3rqV27,,,,,,,,,,,,,,,,,1141,502,441,456,565
Let's Get It On,Marvin Gaye,1973,0jHkgTtTaqg5LNCiYDQPUB,,,,,,,,,,,,,,,,,1184,1193,1062,1209,1996
The Saints Are Coming,U2 & Green Day,2006,6uQL0epVs9N9Bergafaf6x,,,,,,,,,,,,,,,,,1186,1481,1587,1374,1349
Walk,Foo Fighters,2009,76Je5Wklky23mVoxiRszcN,,,,,,,,,,,,,,,,,1190,601,606,493,583
How Soon Is Now,Smiths,1984,1YrnDTqvcnUKxAIeXyaEmU,,,,,,,,,,,,,,,,,1221,1515,1692,,1850
Dear Mama,2Pac,1998,6tDxrq4FxEL2q15y37tXT9,,,,,,,,,,,,,,,,,1248,1336,1196,1137,1306
All The Small Things,Blink-182,1999,2m1hi0nfMR9vdGC8UcrnwU,,,,,,,,,,,,,,,,,1259,1107,1383,1253,1398
Shut Up And Dance,Walk The Moon,2014,0kzw2tRyuL9rzipi5ntlIy,,,,,,,,,,,,,,,,,1270,1640,1457,1785,1833
Sometimes It Snows In April,Prince & The Revolution,1996,1Az0fhiWi0EVS4cZ3FF20X,,,,,,,,,,,,,,,,,1294,254,418,565,511
Break On Through (To The Other Side),Doors,1967,6ToM0uwxtPKo9CMpbPGYvM,,,,,,,,,,,,,,,,,1296,1422,1501,1021,1633
L.A. Song,Beth Hart,1999,69pBTbnLue0leYUCMAFqPj,,,,,,,,,,,,,,,,,1297,955,1203,1330,1075
Het Land Van,Lange Frans & Baas B,2005,681hSZvGVUWR9K5CUxLqMD,,,,,,,,,,,,,,,,,1301,1197,1244,864,627
Plush,Stone Temple Pilots,1993,0CkspLl535ZxdwCRs8AdZ4,,,,,,,,,,,,,,,,,1318,1172,947,1029,990
Try A Little Tenderness,Otis Redding,1966,36AlMHDBFwSsD3FQOy1R81,,,,,,,,,,,,,,,,,1320,1317,1494,1546,1834
Fight For Your Right (To Party),Beastie Boys,1987,4TvVE0cxfD1XsqNxPAjbMK,,,,,,,,,,,,,,,,,1331,1956,1941,1479,1607
Lola (Live),Kinks,1980,3JbE6e17yvNdPggjPDrCyO,,,,,,,,,,,,,,,,,1349,1021,1297,545,489
Why Can't This Be Love,Van Halen,1987,0TaT50ZZxT4ytZxuqkE3A9,,,,,,,,,,,,,,,,,1356,1588,1556,1621,1555
Clown,Emeli Sandé,2012,0EGVOnw876hry5JOK0ZaeV,,,,,,,,,,,,,,,,,1381,1061,1251,1465,1671
The Unforgiven III,Metallica,2008,6guXhXMAHU4QYaEsobnS6v,,,,,,,,,,,,,,,,,1384,893,1381,1475,1128
Mia,Gorki,1992,13S2jsw3viKUo5kGRMF7Az,,,,,,,,,,,,,,,,,1413,1329,1227,1365,1393
Winter,Tori Amos,1992,11dfOCV0oBxzZ9fi2PZhvS,,,,,,,,,,,,,,,,,1447,813,765,857,893
Hard Sun,Eddie Vedder,2007,0fzCtVM9D5UEwiLqcY8Ouq,,,,,,,,,,,,,,,,,1477,501,563,568,611
Watskeburt,De Jeugd Van Tegenwoordig,2005,2Oaq2Q6JFS1xIXGL9TVryY,,,,,,,,,,,,,,,,,1481,1002,1112,867,1096
Fear Of The Dark,Iron Maiden,1993,0h4rVZcOiSaL9b5mT1A2gq,,,,,,,,,,,,,,,,,1490,189,168,172,174
Mercy,Muse,2015,2qkmPUG7ARsRwhVICQVwQS,,,,,,,,,,,,,,,,,1491,909,1253,1360,1422
Sweet Disposition,Temper Trap,2009,5RoIXwyTCdyUjpMMkk4uPd,,,,,,,,,,,,,,,,,1494,1627,1524,1921,1798
Somebody Told Me,The Killers,2004,7HGTkn2aX7MNdKs7nV2xBt,,,,,,,,,,,,,,,,,1499,1361,1262,1223,1344
Chandelier,Sia,2013,2s1sdSqGcKxpPr5lCl7jAV,,,,,,,,,,,,,,,,,1515,455,395,439,491
Daughter,Pearl Jam,1993,53eJFr4Mfbw5PXJ01K6cFw,,,,,,,,,,,,,,,,,1518,1327,1238,1237,1044
Changes,David Bowie,1971,0LrwgdLsFaWh9VXIjBRe8t,,,,,,,,,,,,,,,,,1541,540,1170,1091,1041
Op 't Platteland,Daniel Lohues,2014,2yvAoPXHNexRKLEWH0MAQs,,,,,,,,,,,,,,,,,1549,1843,1980,,473
Burning Heart,Vandenberg,1983,6mVJRgyXJ3eAy6EViECJyW,,,,,,,,,,,,,,,,,1588,1432,1417,1084,1176
Wit Licht,Jeroen van Koningsbrugge,2015,3x5ygBPL7i81nixEiGzxAW,,,,,,,,,,,,,,,,,1611,1072,1221,1327,1478
Lola Montez,Volbeat,2013,1wnq9TwifJ9ipLUFsm8vKx,,,,,,,,,,,,,,,,,1622,290,280,185,119
Set The Fire To The Third Bar,Snow Patrol ft. Martha Wainwright,2006,5g0afUZsh5hiXBOT3eXuwd,,,,,,,,,,,,,,,,,1624,1867,1865,1909,1964
Landslide,Fleetwood Mac,1975,5ihS6UUlyQAfmp48eSkxuQ,,,,,,,,,,,,,,,,,1625,677,538,500,424
Sky And Sand,Paul Kalkbrenner,2008,4IsHMzDbRE8q5Z4ALsQj3o,,,,,,,,,,,,,,,,,1633,1410,1388,1346,1342
Heavy Cross,Gossip,2009,428Dl0NOBojmUS98R2pDHr,,,,,,,,,,,,,,,,,1641,1697,1546,1647,1675
Adventure Of A Lifetime,Coldplay,2015,69uxyAqqPIsUyTO8txoP2M,,,,,,,,,,,,,,,,,1642,577,885,890,1142
Meer Dan Een Ander,Van Dik Hout,1994,4F7yr4ioqdae75CvUXvhxV,,,,,,,,,,,,,,,,,1663,1831,1861,1771,1657
Pumped Up Kicks,Foster The People,2011,7w87IxuO7BDcJ3YUqCyMTT,,,,,,,,,,,,,,,,,1665,1680,1442,1141,1388
Gotta Catch 'M All (Pokemon Theme Song),Jason Paige,1997,7ewwTDsyYPDGtUwcltLsCF,,,,,,,,,,,,,,,,,1666,232,284,115,127
Rocket Man,Elton John,1972,3gdewACMIVMEWVbyb8O9sY,,,,,,,,,,,,,,,,,1668,1230,769,482,216
Fade To Black,Metallica,1984,0dqGfCMAGyDgpUAgLNOjWd,,,,,,,,,,,,,,,,,1672,286,293,272,241
Back In Black,AC/DC,1980,08mG3Y1vljYA6bvDt4Wqkj,,,,,,,,,,,,,,,,,1679,957,255,267,295
When We Were Young,Adele,2015,7IWkJwX9C0J7tHurTD7ViL,,,,,,,,,,,,,,,,,1703,144,219,287,362
Done With It,Kensington,2015,33hDAIWk4wuIiI0FcGXN8G,,,,,,,,,,,,,,,,,1730,864,1636,1508,1791
Love On Top,Beyoncé,2011,1z6WtY7X4HQJvzxC4UgkSf,,,,,,,,,,,,,,,,,1743,1363,1537,1247,1638
High Hopes,Pink Floyd,1994,5a4MgIUSf9K8wXLSm6xPEx,,,,,,,,,,,,,,,,,1755,681,547,550,485
Let It Happen ,Tame Impala,2015,6kD1zYSJsfOi3OEBNzC48Y,,,,,,,,,,,,,,,,,1790,571,672,735,682
All I Want,Kodaline,2012,2PwXOevGUSkU8qaYZjgLq2,,,,,,,,,,,,,,,,,1799,1047,1130,1270,1025
Champagne Supernova,Oasis,1995,40bynawzslg9U7ACq07fAj,,,,,,,,,,,,,,,,,1828,748,596,656,673
Grow Old With Me,Tom Odell,2013,3B61es35RhmjeZgFuG6VV2,,,,,,,,,,,,,,,,,1832,1731,1874,1582,1873
Red Eyes,War On Drugs,2014,71jGGLe5VtEHjIk5dU2W3S,,,,,,,,,,,,,,,,,1834,1216,1048,1274,1202
No Good (Start The Dance),Prodigy,1994,1qHKYuAeVf0XISmgwaacHf,,,,,,,,,,,,,,,,,1841,1744,1681,1462,1364
Free Fallin',Tom Petty,1989,5tVA6TkbaAH9QMITTQRrNv,,,,,,,,,,,,,,,,,1845,,763,1107,1148
Deurdonderen (Live),Normaal,1982,6U7rlAukeYVphgDWLc1yk6,,,,,,,,,,,,,,,,,1857,338,308,243,84
Under The Pressure,War On Drugs,2014,45D0ixQWzXQOoU1S9aSnKk,,,,,,,,,,,,,,,,,1876,814,579,504,655
Ain't No Mountain High Enough,Marvin Gaye & Tammi Terrell,1967,7tqhbajSfrz2F7E1Z75ASX,,,,,,,,,,,,,,,,,1878,,1831,1314,1459
Roadhouse Blues,Doors,1970,1Q5kgpp4pmyGqPwNBzkSrw,,,,,,,,,,,,,,,,,1879,1098,1455,1571,1166
Jump Around,House Of Pain,1992,3TZwjdclvWt7iPJUnMpgcs,,,,,,,,,,,,,,,,,1895,1263,1365,1586,1411
Lonely Boy,Black Keys,2011,5G1sTBGbZT5o4PNRc75RKI,,,,,,,,,,,,,,,,,1906,1053,912,1231,1004
Elevation,U2,2001,0RHPoliIwT6ddbPugZNitX,,,,,,,,,,,,,,,,,1910,1896,1716,1808,1967
I'm Gonna Be (500 Miles),Proclaimers,1988,3kYnliVTDOrBKXm4DS1icg,,,,,,,,,,,,,,,,,1911,436,350,280,254
Tougher Than The Rest,Bruce Springsteen,1987,7i0VrdLCDhvgWXfcT6EQJG,,,,,,,,,,,,,,,,,1925,532,548,567,402
Tumble And Fall,Johan,2001,3vpAdhI7UFs4eyYuf7vXId,,,,,,,,,,,,,,,,,1932,1824,1826,1450,1923
Would,Alice In Chains,1992,5sFDReWLrZHLFZFjHsjUTS,,,,,,,,,,,,,,,,,1948,579,650,717,759
Is Dit Nu Later,Stef Bos,1990,5VyCCtvZhg3JYhrl9Eqi0T,,,,,,,,,,,,,,,,,1949,800,942,820,767
Hemel Valt,Typhoon,2015,2d0amOy3Pd3Y88EwAtBlj2,,,,,,,,,,,,,,,,,1950,679,941,1192,1365
No Diggity,Blackstreet ft. Dr Dre,1996,6MdqqkQ8sSC0WB4i8PyRuQ,,,,,,,,,,,,,,,,,1964,1665,1978,1535,1740
Run The World (Girls),Beyoncé,2011,1uXbwHHfgsXcUKfSZw5ZJ0,,,,,,,,,,,,,,,,,1987,1676,1784,1283,1602
La Grange,ZZ Top,1973,70YvYr2hGlS01bKRIho1HM,,,,,,,,,,,,,,,,,1988,504,469,581,518
I Bet You Look Good On The Dancefloor,Arctic Monkeys,2006,29EkMZmUNz1WsuzaMtVo1i,,,,,,,,,,,,,,,,,1993,648,682,639,738
Tiny Dancer,Elton John,1971,2TVxnKdb3tqe1nhQWwwZCO,,,,,,,,,,,,,,,,,1995,1667,1371,1032,624
Starman,David Bowie,1972,0pQskrTITgmCMyr85tb9qq,,,,,,,,,,,,,,,,,,270,378,357,315
The Unforgiven,Metallica,1991,2lF8jQFhIjpmQa501sYXxR,,,,,,,,,,,,,,,,,,327,296,305,225
Can't Stop The Feeling!,Justin Timberlake,2016,1WkMMavIMc4JZ8cfMmxHkI,,,,,,,,,,,,,,,,,,363,338,475,593
Sorry,Kensington,2016,07uuo1yEND3oinbFZnYOvx,,,,,,,,,,,,,,,,,,365,60,75,63
I Walk The Line,Johnny Cash,1957,7hxZF4jETnE5Q75rKQnMjE,,,,,,,,,,,,,,,,,,435,426,329,307
Treur Niet,Diggy Dex ft. JW Roy,2015,11iIeclbEWUhkmLArE9Hr0,,,,,,,,,,,,,,,,,,437,462,389,354
Welcome To The Jungle,Guns N' Roses,1989,0G21yYKMZoHa30cYVi1iA8,,,,,,,,,,,,,,,,,,457,335,228,267
Heading Up High,Armin van Buuren ft. Kensington,2015,7fDHYNpNfSJ7h0jDX440Y5,,,,,,,,,,,,,,,,,,467,749,381,413
You Shook Me All Night Long,AC/DC,1980,2SiXAy7TuUkycRVbbWDEpo,,,,,,,,,,,,,,,,,,499,375,375,381
Love Yourself,Justin Bieber,2015,50kpGaPAhYJ3sGmk6vplg0,,,,,,,,,,,,,,,,,,512,1216,1371,1942
The Sound Of Silence,Disturbed,2016,1Cj2vqUwlJVG27gJrun92y,,,,,,,,,,,,,,,,,,518,54,39,18
Hymn For The Weekend,Coldplay,2015,3RiPr603aXAoi4GHyXx0uy,,,,,,,,,,,,,,,,,,522,792,902,1093
Sabotage,Beastie Boys,1994,0Puj4YlTm6xNzDDADXHMI9,,,,,,,,,,,,,,,,,,548,560,734,827
Folsom Prison Blues,Johnny Cash,1969,0LTSNmOLBt25GMjHlxp9OR,,,,,,,,,,,,,,,,,,556,658,396,412
Human,Rag'n'Bone Man,2016,269x1zpPRCH8jdEwxHwhgs,,,,,,,,,,,,,,,,,,583,204,343,451
The Man Who Sold The World,David Bowie,1970,4mWahKerLaVddUjb8d1Q4Q,,,,,,,,,,,,,,,,,,616,965,1083,1125
American idiot,Green Day,2004,6nTiIhLmQ3FWhvrGafw2zj,,,,,,,,,,,,,,,,,,651,683,570,679
Our House,Madness,1982,1qV6e4ITnfGmA6m6Vklvbi,,,,,,,,,,,,,,,,,,661,734,957,872
Us And Them,Pink Floyd,1973,1TKTiKp3zbNgrBH2IwSwIx,,,,,,,,,,,,,,,,,,749,616,637,584
Hunger Strike,Temple Of The Dog,1991,0W7AbEauB7cP4pidLclApe,,,,,,,,,,,,,,,,,,752,754,1013,992
Feel Good Inc.,Gorillaz,2005,0d28khcov6AiegSCpG5TuT,,,,,,,,,,,,,,,,,,764,577,437,649
Lazarus,David Bowie,2015,3Vn9oCZbdI1EMO7jxdz2Rc,,,,,,,,,,,,,,,,,,778,499,609,622
Into My Arms,Nick Cave & The Bad Seeds,1997,407ltk0BtcZI8kgu0HH4Yj,,,,,,,,,,,,,,,,,,819,630,575,417
Madness,Muse,2012,0c4IEciLCDdXEhhKxj4ThA,,,,,,,,,,,,,,,,,,829,924,927,1007
Famous Blue Raincoat,Leonard Cohen,1971,77K5TB5KZmDZCoJCdd1NvE,,,,,,,,,,,,,,,,,,831,1720,1723,1666
Everglow,Coldplay,2015,5qfZRNjt2TkHEL12r3sDEU,,,,,,,,,,,,,,,,,,853,782,725,745
Undisclosed Desires,Muse,2009,0It6VJoMAare1zdV2wxqZq,,,,,,,,,,,,,,,,,,879,1030,960,1108
7 Years,Lukas Graham,2015,5kqIPrATaCc2LqxVWzQGbk,,,,,,,,,,,,,,,,,,880,1510,1671,1820
21 Guns,Green Day,2009,64yrDBpcdwEdNY9loyEGbX,,,,,,,,,,,,,,,,,,884,961,905,1131
Epic,Faith No More,1989,4ReyTz0y3TGkX48wO3Llot,,,,,,,,,,,,,,,,,,889,838,1213,1228
Time Is Running Out,Muse,2004,2takcwOaAZWiXQijPHIx7B,,,,,,,,,,,,,,,,,,904,1066,877,830
Best Of You,Foo Fighters,2015,5FZxsHWIvUsmSK1IAvm2pp,,,,,,,,,,,,,,,,,,911,723,805,1053
Diamonds And Pearls,Prince & The New Power Generation,1991,7IoLw1bECmOSWcm2u9SmRH,,,,,,,,,,,,,,,,,,937,1625,1667,1776
Trapped (Live),Bruce Springsteen,1985,5xYCSEP2FWHMkVun6GIyDk,,,,,,,,,,,,,,,,,,956,809,922,787
Animals,Martin Garrix,2013,1TWfkGrhF7ob0nwB2M6knb,,,,,,,,,,,,,,,,,,962,1171,977,1064
Road Trippin',Red Hot Chili Peppers,1999,7Gpr3kKk4BMgItz6UbI73q,,,,,,,,,,,,,,,,,,964,1016,979,904
Do I Ever,Kensington,2016,4r6bMqodL3zsAMQ44ojyjB,,,,,,,,,,,,,,,,,,969,455,432,504
By The Way,Red Hot Chili Peppers,2002,1f2V8U1BiWaC9aJWmpOARe,,,,,,,,,,,,,,,,,,991,1108,1321,1785
Harder Better Faster Stronger,Daft Punk,2001,5W3cjX2J3tjhG8zb6u0qHn,,,,,,,,,,,,,,,,,,1003,1156,1372,1805
Bigmouth Strikes Again,Smiths,1986,2OErSh4oVVAUll0vHxdr6p,,,,,,,,,,,,,,,,,,1022,1031,1575,1183
Personal Jesus,Depeche Mode,1990,1xShPgQbOUa98avWJQFDBY,,,,,,,,,,,,,,,,,,1052,1020,1146,925
Blitzkrieg Bop,Ramones,1976,4KcH1ZRV2W1q7Flq0QqC76,,,,,,,,,,,,,,,,,,1057,1110,1333,1485
Dazed And Confused,Led Zeppelin,1969,6hu1f1cXSw7OAqhpSQ2zDy,,,,,,,,,,,,,,,,,,1076,1102,1311,1244
Dark Necessities,Red Hot Chili Peppers,2016,2oaK4JLVnmRGIO9ytBE1bt,,,,,,,,,,,,,,,,,,1089,555,624,726
Call Me The Breeze,J.J. Cale,1971,5AQpbyFoQmkOVwmlhKN4ii,,,,,,,,,,,,,,,,,,1095,1352,1585,1642
Back Down South,Kings Of Leon,2010,6HfFLqjxyFJYx1V0olSKof,,,,,,,,,,,,,,,,,,1097,1186,1806,1939
No More Tears,Ozzy Osbourne,1992,7w6PJe5KBPyvuRYxFkPssC,,,,,,,,,,,,,,,,,,1100,956,1006,901
Pure Morning,Placebo,1999,1TqmZVIyeD4aN4Wa0wbnfy,,,,,,,,,,,,,,,,,,1103,1306,1556,1448
Someone Somewhere In Summertime,Simple Minds,1982,4wJq75UFYtFYbMO2KBBnlw,,,,,,,,,,,,,,,,,,1115,1085,1379,1256
Alie,Normaal,1977,0rAolAjKH2Yxgsg2WE8VwW,,,,,,,,,,,,,,,,,,1126,1228,1010,258
Hold Me,Anouk & Douwe Bob,2015,42sfAALSZix5b2y5trScFl,,,,,,,,,,,,,,,,,,1128,1269,1236,1336
Liquid Spirit (Claptone Remix),Gregory Porter,2015,6wp5tGVNQYpKJPo1s3WUEY,,,,,,,,,,,,,,,,,,1130,1347,1660,1750
The Racing Rats,Editors,2007,0WzfPV1hQIM8KsxGN4yttJ,,,,,,,,,,,,,,,,,,1134,972,1154,1327
Jacob's Song,Douwe Bob,2016,6aqpe7OnVWwRY67ZxIWJDf,,,,,,,,,,,,,,,,,,1143,979,1161,1631
When The Sun Goes Down,Arctic Monkeys,2006,0ZRrJTPXDToRJ2iLo9oLrW,,,,,,,,,,,,,,,,,,1152,1180,942,989
Go With The Flow,Queens Of The Stone Age,2002,45DElIx0dXqUH4A88yQFdE,,,,,,,,,,,,,,,,,,1159,1035,844,991
Barracuda,Heart,1977,4KfSdst7rW39C0sfhArdrz,,,,,,,,,,,,,,,,,,1208,1005,1205,1182
Fluorescent Adolescent,Arctic Monkeys,2007,7e8utCy2JlSB8dRHKi49xM,,,,,,,,,,,,,,,,,,1234,1289,1097,1295
Spirit Of Radio,Rush,1980,4e9hUiLsN4mx61ARosFi7p,,,,,,,,,,,,,,,,,,1291,1097,1342,1198
God Put A Smile Upon Your Face,Coldplay,2002,4hf0hL4kWyjWztZzVsM39V,,,,,,,,,,,,,,,,,,1294,1391,1662,1800
Anarchy In The Uk,Sex Pistols,1977,17YNjZoMHOoS8BM1fcgiBk,,,,,,,,,,,,,,,,,,1305,1375,1743,1887
Cry Baby,Janis Joplin,1971,3L60Vu9qmY6fg2QroRIxgi,,,,,,,,,,,,,,,,,,1322,1264,1017,1165
Glycerine,Bush,1996,7wpYSigAhQeZp3cdsMQ3Af,,,,,,,,,,,,,,,,,,1328,1139,1386,1432
Holiday,Green Day,2005,0MsrWnxQZxPAcov7c74sSo,,,,,,,,,,,,,,,,,,1353,1397,1264,1238
Looking Too Closely,Fink,2014,7bhI6rnvaVw8qgZPn32qE0,,,,,,,,,,,,,,,,,,1370,1312,1476,1687
City Of Blinding Lights,U2,2004,2R3wzFFjNYc1z3PSoO8FNV,,,,,,,,,,,,,,,,,,1381,1516,1255,1434
Round Here,Counting Crows,1993,35qwJUKVy1OIt0wQ3xEXi0,,,,,,,,,,,,,,,,,,1388,1480,1958,1930
Novocaine For The Soul,Eels,1996,0Jv0PJz6LZdCygPsFnML3a,,,,,,,,,,,,,,,,,,1393,1448,1745,1838
Stressed Out,Twenty One Pilots,2016,3CRDbSIZ4r5MsZ0YwxuEkn,,,,,,,,,,,,,,,,,,1398,1080,868,896
You Want It Darker,Leonard Cohen,2016,5zb7npjQqoJ7Kcpq4yD9qn,,,,,,,,,,,,,,,,,,1407,698,811,793
Follow The Sun,Xavier Rudd,2016,3Y7fpFZbHLpAvWJJYGehz0,,,,,,,,,,,,,,,,,,1411,1131,1663,1649
Both Sides Now,Joni Mitchell,1967,1pjATX7sbd6Y4jMVqIvzHk,,,,,,,,,,,,,,,,,,1412,1215,1096,842
San Quentin,Johnny Cash,1969,6oITpHnMfc7R7wTLGvrjWD,,,,,,,,,,,,,,,,,,1426,1339,1212,1122
Sing For Absolution,Muse,2004,1hHuyqVCZCbhYQixEkdQCo,,,,,,,,,,,,,,,,,,1435,1512,1515,1572
Witch Doctor,De Staat,2014,5EcfCs4t0DsxQTXtcYasCq,,,,,,,,,,,,,,,,,,1439,533,695,460
Times Like These,Foo Fighters,2002,67vYdAAM3oGsEImCRfbtsF,,,,,,,,,,,,,,,,,,1450,1301,1470,1757
Heathens,Twenty One Pilots,2016,6i0V12jOa3mr6uu4WYhUBr,,,,,,,,,,,,,,,,,,1452,1427,1431,1530
Kids,MGMT,2008,1jJci4qxiYcOHhQR247rEU,,,,,,,,,,,,,,,,,,1467,1498,1415,1933
It's The End Of The World As We Know It,R.E.M.,1987,2oSpQ7QtIKTNFfA08Cy0ku,,,,,,,,,,,,,,,,,,1468,1377,1587,1724
Rooster,Alice In Chains,1992,0wvIGFIgbyz4JNwQhZgTv2,,,,,,,,,,,,,,,,,,1492,1550,1692,1769
Monkey Gone To Heaven,Pixies,1989,1lFC3sMgOcDrVzNh8zXRnl,,,,,,,,,,,,,,,,,,1498,1578,1777,1707
Behind Blue Eyes,Who,1971,0cKk8BKEi7zXbdrYdyqBP5,,,,,,,,,,,,,,,,,,1507,1950,1952,1851
God Save The Queen,Sex Pistols,1977,6ui6l3ZNvlrGQZArwo8195,,,,,,,,,,,,,,,,,,1530,1518,1381,1537
All My Life,Foo Fighters,2002,6tsojOQ5wHaIjKqIryLZK6,,,,,,,,,,,,,,,,,,1533,1188,1239,1331
Traffic,Tiesto,2003,6pqFWRuybCtxerWC7B4RgF,,,,,,,,,,,,,,,,,,1558,1214,1357,1161
Rock And Roll,Led Zeppelin,1971,4PRGxHpCpF2yoOHYKQIEwD,,,,,,,,,,,,,,,,,,1565,1647,1592,1563
Dog Days Are Over,Florence + The Machine,2009,1YLJVmuzeM2YSUkCCaTNUB,,,,,,,,,,,,,,,,,,1582,1905,1293,1291
Scenes From An Italian Restaurant,Billy Joel,1977,3utq2FgD1pkmIoaWfjXWAU,,,,,,,,,,,,,,,,,,1598,1543,1410,1480
24K Magic,Bruno Mars,2016,6b8Be6ljOzmkOmFslEb23P,,,,,,,,,,,,,,,,,,1613,608,767,1258
Bagagedrager,Spinvis,2002,6GN5ffm4kmDsHLefCLUDIZ,,,,,,,,,,,,,,,,,,1619,1267,1809,1653
Dancing On My Own,Calum Scott,2016,2BOqDYLOJBiMOXShCV1neZ,,,,,,,,,,,,,,,,,,1622,1135,1395,1901
